Rank,Exam_Score,Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Tutoring_Sessions,Teacher_Quality
676,71,14,98,Yes,7,0,Medium
676,71,25,90,Yes,7,2,High
676,71,23,91,No,6,3,Low
676,71,28,84,Yes,8,3,Medium
676,71,13,99,No,7,0,Medium
676,71,27,94,Yes,7,1,Medium
676,71,20,92,Yes,4,2,Medium
676,71,25,89,Yes,6,2,Medium
676,71,26,87,Yes,8,1,Medium
676,71,20,97,Yes,6,2,Low
676,71,10,89,Yes,7,2,Medium
676,71,25,96,Yes,9,2,High
676,71,32,72,Yes,8,1,Medium
676,71,26,97,No,5,2,Low
676,71,31,80,Yes,6,2,High
676,71,23,96,Yes,10,3,High
676,71,32,86,Yes,6,2,Low
676,71,23,96,No,9,0,Medium
676,71,18,82,Yes,5,3,High
676,71,27,87,Yes,7,3,Medium
676,71,22,97,No,7,2,High
676,71,32,84,Yes,8,1,High
676,71,27,94,No,6,2,Medium
676,71,31,89,No,7,2,High
676,71,14,94,Yes,8,4,Low
676,71,30,94,No,8,1,Low
676,71,33,69,Yes,7,2,Low
676,71,18,91,Yes,9,4,Medium
676,71,18,94,Yes,4,3,Low
676,71,22,99,No,7,3,Low
676,71,28,93,Yes,6,1,Medium
676,71,21,94,Yes,9,5,High
676,71,22,84,Yes,9,2,High
676,71,25,92,Yes,5,1,Medium
676,71,25,88,Yes,8,2,Medium
676,71,22,96,Yes,10,1,High
676,71,15,99,Yes,8,2,Medium
676,71,16,96,Yes,5,2,Low
676,71,25,99,No,5,2,Medium
676,71,20,92,No,8,0,Medium
676,71,22,91,Yes,8,2,Medium
676,71,16,94,Yes,8,2,High
676,71,18,99,Yes,10,1,Low
676,71,22,93,Yes,9,2,Medium
676,71,21,99,Yes,7,0,Low
676,71,21,96,No,10,1,High
676,71,24,88,Yes,7,2,High
676,71,29,90,Yes,7,1,Low
676,71,11,99,Yes,7,4,Low
676,71,24,76,Yes,9,2,Medium
676,71,22,84,Yes,6,2,Medium
676,71,20,95,Yes,8,0,Medium
676,71,25,96,Yes,5,0,Medium
676,71,13,98,Yes,8,1,Medium
676,71,19,90,No,7,4,High
676,71,20,98,Yes,9,0,Medium
676,71,23,89,No,10,5,Medium
676,71,23,99,Yes,7,3,Low
676,71,25,85,Yes,8,3,High
676,71,23,98,No,7,3,High
676,71,18,87,Yes,5,2,Low
676,71,23,94,Yes,4,2,High
676,71,17,91,Yes,10,7,High
676,71,22,83,No,8,2,High
676,71,21,88,Yes,7,4,Medium
676,71,27,92,Yes,10,0,Low
676,71,25,92,No,5,1,Medium
676,71,19,96,No,7,1,Medium
676,71,34,74,Yes,7,2,High
676,71,29,90,Yes,7,0,High
676,71,30,85,No,6,2,Medium
676,71,18,93,Yes,8,2,Low
676,71,23,84,Yes,7,1,Medium
676,71,17,90,No,8,2,High
676,71,25,82,Yes,7,3,High
676,71,22,86,No,6,5,Low
676,71,20,83,Yes,7,3,Medium
676,71,25,72,Yes,7,2,High
676,71,28,83,Yes,7,1,Medium
676,71,25,87,Yes,8,1,Medium
676,71,21,96,Yes,6,2,High
676,71,29,88,Yes,8,4,High
676,71,26,88,No,6,1,Medium
676,71,18,96,No,7,1,Medium
676,71,22,89,Yes,8,0,Medium
676,71,20,93,Yes,7,1,High
676,71,23,91,Yes,7,2,Medium
676,71,21,86,Yes,9,2,Medium
676,71,32,83,Yes,9,3,Medium
676,71,23,87,No,8,2,High
676,71,22,88,Yes,10,0,High
676,71,19,91,Yes,7,1,High
676,71,30,70,Yes,9,1,Medium
676,71,25,95,Yes,7,0,High
676,71,23,96,No,7,1,Medium
676,71,15,96,Yes,8,3,Medium
676,71,28,84,Yes,7,1,High
676,71,23,95,No,6,0,High
676,71,44,68,No,9,3,High
676,71,21,98,Yes,7,0,Medium
676,71,26,98,Yes,6,1,Medium
676,71,30,98,No,7,0,Medium
676,71,21,89,Yes,7,1,Medium
676,71,28,77,Yes,6,3,High
676,71,22,97,No,8,1,Medium
676,71,24,92,No,8,3,Medium
676,71,19,90,Yes,6,0,Medium
676,71,23,92,Yes,6,4,Medium
676,71,28,78,No,8,2,Medium
676,71,21,97,No,7,1,Medium
676,71,27,91,No,4,1,High
676,71,21,96,Yes,6,3,Medium
676,71,24,95,Yes,9,3,Low
676,71,30,63,Yes,8,4,Medium
676,71,24,85,Yes,7,2,Medium
676,71,18,94,Yes,5,0,Low
676,71,16,96,Yes,4,1,High
676,71,16,80,Yes,8,2,High
676,71,31,92,Yes,9,1,Medium
676,71,24,75,Yes,9,5,High
676,71,31,62,Yes,8,4,High
676,71,26,95,No,9,3,Medium
676,71,18,100,No,6,2,Medium
676,71,24,92,No,8,0,Medium
676,71,25,96,No,7,0,Medium
676,71,27,86,No,6,2,High
676,71,26,73,Yes,8,2,Medium
676,71,21,94,Yes,7,1,Medium
676,71,30,80,No,6,1,Medium
676,71,20,99,Yes,9,2,Medium
676,71,32,80,No,6,0,Medium
676,71,21,94,No,8,1,Medium
676,71,22,96,No,10,2,Medium
676,71,23,93,No,5,2,Medium
676,71,21,100,No,5,3,Low
676,71,16,99,No,9,4,Medium
676,71,26,81,No,8,2,High
676,71,21,91,Yes,6,1,Medium
676,71,26,90,Yes,9,1,Medium
676,71,23,88,No,8,2,Medium
676,71,23,88,No,7,3,Medium
676,71,29,93,Yes,9,4,High
676,71,33,72,No,8,3,High
676,71,20,93,No,10,1,Medium
676,71,26,98,No,10,0,High
676,71,28,94,Yes,5,2,Medium
676,71,34,81,Yes,9,1,High
676,71,22,91,No,6,2,Medium
676,71,18,90,Yes,9,1,High
676,71,24,77,Yes,7,1,Medium
676,71,25,86,No,6,2,High
676,71,20,97,No,6,1,High
676,71,26,84,No,8,5,High
676,71,22,99,Yes,9,2,Low
676,71,19,94,Yes,7,2,Medium
676,71,16,100,No,7,4,Medium
676,71,25,74,No,5,1,Medium
676,71,18,96,Yes,6,2,Medium
676,71,21,99,Yes,4,1,Medium
676,71,25,99,No,10,1,Medium
676,71,26,91,No,10,4,Medium
676,71,23,98,Yes,7,2,High
676,71,21,87,No,6,3,Medium
676,71,29,99,Yes,7,0,Medium
676,71,18,96,Yes,10,3,Medium
676,71,23,86,Yes,8,2,Medium
676,71,19,92,Yes,6,1,Medium
676,71,32,66,Yes,10,3,Medium
676,71,18,91,Yes,6,5,High
676,71,32,81,No,6,2,Medium
676,71,12,93,Yes,6,4,High
676,71,20,100,Yes,7,1,Medium
676,71,25,99,No,5,1,High
676,71,21,99,No,7,2,Medium
676,71,18,98,No,8,3,High
676,71,21,85,Yes,7,5,High
676,71,19,91,Yes,9,2,High
676,71,24,88,Yes,6,4,Low
676,71,27,90,No,7,0,Medium
676,71,28,82,Yes,8,1,Medium
676,71,20,94,No,8,1,Medium
676,71,25,85,Yes,7,2,Medium
676,71,21,98,Yes,8,3,Low
676,71,26,95,Yes,8,2,Medium
676,71,31,83,Yes,6,3,Medium
676,71,22,92,No,9,1,High
676,71,23,86,Yes,8,3,Medium
676,71,28,94,No,7,1,Medium
676,71,29,83,Yes,8,2,High
676,71,22,89,No,5,5,Medium
676,71,23,89,No,9,1,Medium
676,71,24,93,Yes,7,1,High
676,71,23,90,Yes,7,2,High
676,71,22,89,Yes,5,4,High
676,71,25,96,No,7,1,Medium
676,71,26,69,Yes,6,3,Medium
676,71,14,99,Yes,8,3,Low
676,71,26,78,Yes,8,2,Medium
676,71,22,98,Yes,6,0,High
676,71,23,75,Yes,5,3,High
676,71,15,97,No,6,2,High
676,71,27,78,Yes,5,1,Medium
676,71,25,92,Yes,4,3,High
676,71,28,81,Yes,6,2,Medium
676,71,26,87,No,6,3,Medium
676,71,23,85,Yes,7,1,High
676,71,24,95,Yes,8,1,Medium
676,71,19,95,Yes,7,0,High
676,71,17,88,Yes,7,2,High
676,71,31,89,Yes,7,1,Low
676,71,14,97,Yes,5,2,Medium
676,71,27,88,No,7,1,High
676,71,23,95,No,7,1,Medium
676,71,28,86,Yes,7,2,Low
676,71,27,77,Yes,6,0,High
676,71,30,87,Yes,8,1,Medium
676,71,19,93,No,8,1,Medium
676,71,17,100,No,8,1,Medium
676,71,25,74,Yes,9,4,Medium
676,71,11,98,Yes,5,1,Medium
676,71,24,90,No,7,1,High
676,71,20,97,Yes,6,1,High
676,71,25,87,No,8,0,High
676,71,24,93,No,4,4,High
676,71,23,97,No,9,1,Medium
676,71,17,88,Yes,10,1,High
676,71,23,90,Yes,7,3,Low
676,71,24,94,No,9,2,Medium
676,71,21,85,Yes,6,2,Medium
676,71,16,94,No,9,2,
676,71,26,87,No,6,0,High
676,71,21,94,Yes,8,1,Medium
676,71,39,67,Yes,5,2,Medium
676,71,25,85,No,9,1,Medium
676,71,17,98,Yes,7,0,Medium
676,71,33,74,Yes,6,2,Medium
676,71,16,91,Yes,6,2,High
676,71,25,76,Yes,8,4,Medium
676,71,22,97,No,7,0,Medium
676,71,13,96,Yes,7,4,High
676,71,18,91,No,6,2,Medium
676,71,24,74,No,4,1,Medium
676,71,21,83,Yes,6,2,High
676,71,26,94,No,6,4,Medium
676,71,14,99,No,6,2,High
676,71,25,95,No,6,1,Medium
676,71,34,78,Yes,8,1,Medium
676,71,27,82,Yes,6,2,High
676,71,17,86,No,7,2,High
676,71,32,87,Yes,6,0,High
676,71,28,91,No,7,2,Low
676,71,28,92,Yes,7,1,Low
676,71,22,92,No,6,1,Medium
676,71,27,88,Yes,7,0,Medium
676,71,23,92,No,9,2,Medium
676,71,15,98,Yes,9,0,Medium
676,71,35,63,Yes,6,0,Medium
676,71,24,90,Yes,9,3,Medium
676,71,19,96,Yes,8,3,Medium
676,71,27,99,Yes,7,2,Medium
676,71,21,95,Yes,9,3,Medium
676,71,30,87,Yes,10,3,Low
676,71,23,94,No,8,5,Low
676,71,19,99,Yes,8,1,High
676,71,22,94,Yes,7,2,High
676,71,35,67,Yes,6,1,Medium
676,71,25,96,No,8,0,Medium
676,71,14,100,Yes,4,3,Medium
676,71,16,99,Yes,7,2,High
676,71,24,88,Yes,8,0,High
676,71,22,86,Yes,9,4,Low
676,71,18,97,Yes,7,3,Medium
676,71,20,90,Yes,7,2,High
676,71,18,84,No,6,3,Medium
676,71,19,85,No,7,3,Medium
676,71,28,96,No,6,1,Medium
676,71,24,93,Yes,8,1,High
676,71,22,92,No,8,0,High
676,71,14,82,No,6,7,High
676,71,20,97,No,7,3,High
676,71,21,99,Yes,6,1,Medium
676,71,26,86,Yes,7,2,High
676,71,21,90,Yes,8,4,High
676,71,19,97,No,5,2,Medium
676,71,24,95,No,7,2,High
676,71,32,83,Yes,10,3,Medium
676,71,18,91,Yes,7,3,Medium
676,71,24,86,Yes,8,2,Medium
676,71,21,95,Yes,7,0,Medium
676,71,13,97,Yes,5,1,High
676,71,27,95,Yes,8,1,Low
676,71,25,81,Yes,7,3,Medium
676,71,17,96,Yes,8,0,Medium
676,71,27,94,No,5,0,High
676,71,21,93,No,8,0,High
676,71,26,88,Yes,6,1,High
676,71,19,93,No,7,3,Medium
676,71,27,76,Yes,7,1,Medium
676,71,23,72,Yes,10,2,High
676,71,22,95,No,7,0,Medium
676,71,22,83,No,8,4,High
676,71,27,91,No,8,2,High
676,71,22,92,Yes,6,1,Medium
676,71,17,91,No,8,3,High
676,71,15,96,No,5,2,Medium
676,71,21,94,No,7,2,Medium
676,71,26,90,Yes,6,1,Medium
676,71,21,90,Yes,8,4,Medium
676,71,29,76,Yes,8,4,High
676,71,27,80,No,8,1,High
676,71,15,98,Yes,7,1,High
676,71,23,99,No,6,1,Medium
676,71,31,82,Yes,5,0,Low
676,71,20,94,Yes,8,1,Medium
676,71,25,91,Yes,7,1,High
676,71,19,95,Yes,9,0,Medium
676,71,24,91,Yes,7,3,High
676,71,26,92,No,8,1,Medium
676,71,27,86,No,8,1,Medium
676,71,24,83,Yes,7,1,High
676,71,14,99,Yes,6,2,Medium
676,71,13,95,Yes,5,1,Medium
676,71,33,78,No,9,4,Medium
676,71,19,97,Yes,8,1,Medium
676,71,20,99,No,7,0,High
676,71,19,92,No,6,2,Medium
676,71,12,97,Yes,6,2,High
676,71,20,98,Yes,8,0,Medium
676,71,30,78,Yes,8,1,Low
676,71,23,96,No,6,1,Medium
676,71,24,78,Yes,8,2,Medium
676,71,18,98,Yes,6,3,High
676,71,23,90,No,7,2,Medium
676,71,28,78,No,7,1,High
1084,70,35,86,No,8,2,Low
1084,70,23,93,Yes,6,1,Medium
1084,70,19,92,Yes,7,1,High
1084,70,34,79,Yes,7,3,High
1084,70,26,76,Yes,7,4,High
1084,70,19,90,No,7,3,Medium
1084,70,30,87,No,8,1,High
1084,70,20,98,No,8,1,Medium
1084,70,20,96,Yes,8,0,Low
1084,70,14,94,Yes,5,0,Medium
1084,70,22,78,No,6,1,High
1084,70,20,94,Yes,7,1,High
1084,70,16,90,Yes,7,1,Medium
1084,70,36,70,No,10,2,Medium
1084,70,15,96,Yes,7,3,Medium
1084,70,20,94,Yes,6,2,Medium
1084,70,18,98,Yes,6,0,Medium
1084,70,19,99,No,7,1,Medium
1084,70,27,91,No,4,1,Medium
1084,70,21,91,Yes,10,2,High
1084,70,17,100,Yes,5,1,High
1084,70,20,98,No,6,0,Medium
1084,70,28,76,Yes,8,5,Low
1084,70,21,88,Yes,6,0,Medium
1084,70,22,88,No,7,4,Medium
1084,70,20,94,Yes,8,0,Medium
1084,70,27,83,No,5,3,
1084,70,17,100,Yes,5,2,Medium
1084,70,20,95,No,6,2,Medium
1084,70,25,88,Yes,9,0,Medium
1084,70,24,93,Yes,7,2,Medium
1084,70,24,85,Yes,9,1,Medium
1084,70,27,81,Yes,6,0,Medium
1084,70,27,92,Yes,7,2,Medium
1084,70,20,89,Yes,8,2,High
1084,70,19,97,No,5,0,Low
1084,70,30,74,No,8,0,Medium
1084,70,19,99,Yes,7,1,Medium
1084,70,23,91,Yes,10,1,High
1084,70,20,99,Yes,7,2,Medium
1084,70,21,97,No,8,0,High
1084,70,17,92,Yes,6,3,High
1084,70,19,99,No,8,3,Medium
1084,70,18,93,No,4,3,Medium
1084,70,22,98,No,7,1,Medium
1084,70,25,77,Yes,7,0,Medium
1084,70,29,76,Yes,8,0,High
1084,70,11,94,No,6,2,Medium
1084,70,21,99,Yes,5,1,Medium
1084,70,28,73,Yes,6,1,Medium
1084,70,18,88,No,9,2,High
1084,70,23,93,Yes,9,2,Low
1084,70,30,84,Yes,5,0,Low
1084,70,23,95,Yes,7,2,Medium
1084,70,39,78,No,6,0,Medium
1084,70,21,91,Yes,9,3,Medium
1084,70,22,98,No,7,0,
1084,70,28,80,No,5,1,Medium
1084,70,19,88,Yes,5,1,High
1084,70,21,81,Yes,7,3,Medium
1084,70,17,99,No,10,1,Medium
1084,70,21,92,No,6,2,Medium
1084,70,16,97,Yes,8,0,High
1084,70,15,96,No,5,4,High
1084,70,30,68,Yes,6,1,Medium
1084,70,24,85,No,8,1,Medium
1084,70,19,86,No,6,3,High
1084,70,23,95,No,7,1,Medium
1084,70,27,72,No,5,1,Medium
1084,70,24,77,Yes,9,1,Medium
1084,70,32,75,No,5,1,Medium
1084,70,20,92,Yes,7,2,Low
1084,70,24,91,No,8,2,High
1084,70,21,98,Yes,6,1,Medium
1084,70,20,87,No,10,3,Medium
1084,70,23,97,Yes,6,1,Low
1084,70,18,97,No,5,2,High
1084,70,26,78,No,8,3,Medium
1084,70,21,82,Yes,10,3,High
1084,70,26,89,Yes,8,1,High
1084,70,20,91,Yes,7,1,Medium
1084,70,25,82,No,8,2,Medium
1084,70,20,89,Yes,8,3,High
1084,70,20,95,Yes,7,0,High
1084,70,23,99,Yes,7,0,High
1084,70,34,91,No,7,1,Medium
1084,70,20,99,Yes,7,0,Medium
1084,70,24,91,Yes,9,3,Medium
1084,70,31,73,Yes,6,1,Medium
1084,70,23,74,Yes,6,4,Medium
1084,70,19,99,No,9,3,Medium
1084,70,17,89,Yes,6,3,Medium
1084,70,18,97,No,8,1,High
1084,70,23,81,No,5,0,High
1084,70,22,96,No,7,2,Medium
1084,70,19,75,Yes,6,2,Medium
1084,70,15,86,No,8,2,Medium
1084,70,26,88,Yes,7,1,High
1084,70,26,86,Yes,7,2,Medium
1084,70,18,91,No,8,3,Medium
1084,70,26,87,Yes,7,1,Medium
1084,70,23,89,No,7,2,High
1084,70,24,83,No,4,2,High
1084,70,27,97,No,9,1,Medium
1084,70,17,97,Yes,8,3,Low
1084,70,21,94,No,9,0,High
1084,70,11,100,Yes,8,1,Medium
1084,70,24,81,Yes,7,1,High
1084,70,19,95,Yes,8,3,Medium
1084,70,17,79,Yes,8,2,Medium
1084,70,28,90,Yes,8,1,High
1084,70,25,91,No,7,0,Medium
1084,70,18,85,Yes,6,2,Low
1084,70,23,87,No,8,2,High
1084,70,19,99,No,7,2,Medium
1084,70,23,85,No,8,0,Medium
1084,70,23,92,Yes,6,2,Medium
1084,70,25,88,Yes,8,1,Medium
1084,70,17,90,No,8,0,High
1084,70,14,91,Yes,7,2,High
1084,70,26,87,No,5,1,Medium
1084,70,24,91,Yes,6,1,High
1084,70,22,87,Yes,8,2,High
1084,70,27,87,No,6,0,Medium
1084,70,21,89,Yes,9,3,Medium
1084,70,25,84,Yes,7,1,Medium
1084,70,18,91,No,7,2,High
1084,70,28,81,No,6,0,Medium
1084,70,14,97,Yes,7,1,Medium
1084,70,15,94,Yes,6,3,High
1084,70,19,80,Yes,6,1,Medium
1084,70,21,82,No,7,1,Medium
1084,70,29,82,No,7,1,Medium
1084,70,22,90,No,5,1,Low
1084,70,9,90,Yes,7,4,High
1084,70,16,91,Yes,6,0,High
1084,70,30,94,No,5,3,Medium
1084,70,19,92,Yes,6,3,High
1084,70,21,83,Yes,8,2,Medium
1084,70,18,94,Yes,7,3,Medium
1084,70,17,87,No,7,1,Medium
1084,70,26,75,Yes,4,3,High
1084,70,22,98,Yes,7,3,Medium
1084,70,15,95,No,7,2,Medium
1084,70,25,72,Yes,8,2,Medium
1084,70,22,87,No,5,2,High
1084,70,19,91,No,6,5,High
1084,70,29,96,Yes,9,0,Medium
1084,70,21,95,No,5,1,Low
1084,70,21,91,Yes,5,1,Low
1084,70,16,94,Yes,9,0,High
1084,70,33,61,No,7,2,High
1084,70,28,78,No,9,2,Medium
1084,70,25,84,Yes,6,2,High
1084,70,27,93,No,6,2,Medium
1084,70,19,89,Yes,7,0,Medium
1084,70,25,88,Yes,7,1,Medium
1084,70,24,80,Yes,7,0,High
1084,70,26,95,No,7,0,Medium
1084,70,22,84,No,8,3,High
1084,70,18,94,Yes,9,1,High
1084,70,25,92,No,4,0,Medium
1084,70,22,99,Yes,8,1,Medium
1084,70,27,87,No,8,1,High
1084,70,29,77,Yes,8,0,High
1084,70,24,86,No,6,1,Medium
1084,70,24,74,Yes,6,3,High
1084,70,8,100,Yes,8,1,High
1084,70,29,78,No,6,2,Medium
1084,70,14,89,Yes,4,2,High
1084,70,23,80,Yes,7,5,Medium
1084,70,25,85,No,8,1,Medium
1084,70,23,91,No,9,1,Medium
1084,70,16,95,Yes,6,2,High
1084,70,20,85,No,9,2,Medium
1084,70,17,97,Yes,9,0,Medium
1084,70,14,94,No,7,1,Medium
1084,70,20,90,Yes,7,1,High
1084,70,17,88,Yes,8,5,Medium
1084,70,25,74,Yes,9,3,High
1084,70,28,79,Yes,4,0,Medium
1084,70,31,81,No,9,1,Medium
1084,70,28,62,No,6,4,High
1084,70,27,86,Yes,7,2,Medium
1084,70,18,99,Yes,4,0,Medium
1084,70,21,98,No,5,0,High
1084,70,29,69,No,6,1,Medium
1084,70,18,91,Yes,7,0,Medium
1084,70,28,65,Yes,4,6,High
1084,70,24,95,Yes,8,2,High
1084,70,24,90,No,8,4,Medium
1084,70,22,76,Yes,6,2,High
1084,70,12,99,Yes,6,0,Medium
1084,70,19,92,Yes,5,1,High
1084,70,22,89,No,6,2,Medium
1084,70,21,73,No,6,6,High
1084,70,21,96,No,7,1,Medium
1084,70,26,84,No,4,3,High
1084,70,23,91,Yes,9,2,Medium
1084,70,26,80,Yes,6,2,Medium
1084,70,35,65,Yes,7,0,Medium
1084,70,31,84,No,7,4,Medium
1084,70,31,76,Yes,9,2,Medium
1084,70,26,68,Yes,8,4,High
1084,70,17,98,Yes,9,1,Medium
1084,70,19,98,No,9,1,Medium
1084,70,25,87,No,4,1,High
1084,70,17,96,Yes,10,2,Low
1084,70,29,81,Yes,9,2,Medium
1084,70,14,96,Yes,4,2,Medium
1084,70,29,70,No,8,3,High
1084,70,27,72,Yes,5,1,Medium
1084,70,22,80,Yes,10,0,High
1084,70,29,80,Yes,6,0,Medium
1084,70,21,88,No,6,2,Medium
1084,70,27,100,Yes,7,2,Medium
1084,70,22,90,No,8,1,Low
1084,70,18,95,No,8,2,Medium
1084,70,26,80,Yes,7,1,Medium
1084,70,20,99,No,8,2,High
1084,70,27,89,No,7,1,Medium
1084,70,17,87,Yes,7,3,High
1084,70,17,98,Yes,10,0,High
1084,70,25,74,Yes,6,4,Medium
1084,70,21,95,Yes,7,3,Medium
1084,70,24,85,Yes,8,2,Medium
1084,70,33,74,No,9,2,Medium
1084,70,21,89,Yes,10,3,Medium
1084,70,23,97,Yes,9,0,Medium
1084,70,30,98,Yes,5,0,High
1084,70,18,98,No,7,0,Medium
1084,70,21,90,Yes,7,1,High
1084,70,23,76,No,8,2,Medium
1084,70,19,98,Yes,8,0,Medium
1084,70,19,98,Yes,7,1,High
1084,70,27,93,Yes,6,2,Medium
1084,70,19,88,No,6,4,Medium
1084,70,22,93,No,7,2,High
1084,70,23,92,Yes,6,3,Medium
1084,70,16,93,Yes,8,1,High
1084,70,23,94,No,5,2,Medium
1084,70,15,83,Yes,8,0,Medium
1084,70,26,90,Yes,7,1,Medium
1084,70,31,67,Yes,5,2,High
1084,70,27,61,Yes,10,3,High
1084,70,18,97,No,8,2,Medium
1084,70,23,81,Yes,10,1,High
1084,70,24,86,No,6,3,High
1084,70,21,72,Yes,8,3,High
1084,70,22,82,No,7,2,Medium
1084,70,30,71,Yes,9,1,Medium
1084,70,29,94,Yes,7,2,Medium
1084,70,22,87,Yes,7,0,High
1084,70,29,80,Yes,10,1,Medium
1084,70,25,84,Yes,5,1,Medium
1084,70,23,78,Yes,6,0,High
1084,70,18,93,Yes,5,0,Medium
1084,70,27,90,No,8,2,Medium
1084,70,28,70,Yes,8,5,Low
1084,70,20,95,Yes,8,1,Medium
1084,70,27,83,Yes,8,3,Medium
1084,70,36,64,Yes,5,2,High
1084,70,28,81,Yes,8,0,High
1084,70,18,83,No,5,1,High
1084,70,25,86,Yes,9,1,Medium
1084,70,16,77,Yes,7,5,High
1084,70,20,96,No,8,1,Medium
1084,70,26,84,Yes,10,0,High
1084,70,20,85,Yes,9,3,Medium
1084,70,21,96,Yes,9,0,High
1084,70,23,93,No,6,2,Medium
1084,70,30,85,Yes,7,2,Medium
1084,70,16,97,No,7,1,Medium
1084,70,22,85,No,9,0,High
1084,70,28,89,Yes,6,2,Medium
1084,70,22,89,No,8,4,Medium
1084,70,23,91,Yes,10,0,High
1084,70,17,94,Yes,7,1,High
1084,70,15,96,Yes,5,2,High
1084,70,8,99,Yes,6,2,High
1084,70,14,98,Yes,7,3,Medium
1084,70,27,88,No,7,2,Medium
1084,70,32,68,No,10,0,High
1084,70,36,68,Yes,8,2,Medium
1084,70,20,94,Yes,6,0,Medium
1084,70,28,77,Yes,9,1,Medium
1084,70,21,95,No,5,2,Medium
1084,70,24,94,No,7,1,Medium
1084,70,24,84,Yes,6,2,Medium
1084,70,21,93,Yes,7,3,Medium
1084,70,31,88,No,6,2,Medium
1084,70,25,87,No,6,3,Medium
1084,70,21,100,No,6,0,Medium
1084,70,25,89,No,5,2,High
1084,70,26,80,Yes,6,0,Medium
1084,70,27,81,Yes,7,1,Medium
1084,70,19,92,Yes,6,3,Medium
1084,70,24,90,No,7,2,Medium
1084,70,23,81,No,8,4,Low
1084,70,21,90,No,6,2,Medium
1084,70,20,90,No,9,2,Medium
1084,70,21,98,Yes,9,3,Medium
1084,70,29,77,No,7,5,Medium
1084,70,23,99,No,8,2,High
1084,70,33,88,No,9,1,Medium
1084,70,10,94,Yes,7,3,Medium
1084,70,18,96,No,9,4,Medium
1084,70,32,79,Yes,5,0,High
1084,70,20,96,No,7,1,High
1084,70,17,86,Yes,8,1,High
1084,70,19,95,Yes,8,0,Medium
1084,70,32,69,Yes,5,0,Medium
1084,70,29,96,No,4,2,High
1084,70,17,94,Yes,7,1,High
1084,70,21,87,No,7,1,Medium
1084,70,26,98,Yes,6,2,Low
1084,70,18,98,Yes,7,1,Medium
1084,70,25,75,No,7,4,High
1084,70,20,99,No,6,2,Low
1084,70,24,91,Yes,9,1,Low
1084,70,24,69,Yes,6,4,Medium
1084,70,27,78,Yes,7,3,
1084,70,18,95,No,7,2,High
1084,70,21,95,No,7,1,Medium
1084,70,23,96,Yes,7,1,Medium
1084,70,23,98,No,6,1,Medium
1084,70,25,82,No,9,0,Medium
1084,70,24,93,No,5,1,Medium
1084,70,25,88,Yes,6,2,High
1084,70,26,94,No,9,0,Medium
1084,70,31,72,Yes,5,2,Low
1084,70,23,87,No,5,1,Low
1084,70,21,91,Yes,7,2,Medium
1084,70,26,83,No,4,2,High
1084,70,22,98,Yes,7,0,Medium
1084,70,16,94,Yes,8,3,Medium
1084,70,16,95,No,10,4,Medium
1084,70,20,95,Yes,6,1,Low
1084,70,28,70,Yes,8,3,Medium
1084,70,22,95,Yes,8,2,High
1084,70,30,78,Yes,10,1,Low
1084,70,26,79,No,6,1,High
1084,70,19,85,No,6,3,Medium
1084,70,27,92,No,8,1,Medium
1084,70,26,73,No,7,3,Medium
1084,70,32,86,Yes,5,1,Medium
1084,70,24,94,Yes,8,1,Medium
1084,70,22,93,No,8,0,Medium
1084,70,20,98,Yes,9,1,Medium
1084,70,25,94,No,7,2,Medium
1084,70,16,89,Yes,7,0,High
1084,70,17,98,No,7,2,High
1084,70,17,86,Yes,7,2,Medium
1084,70,18,92,Yes,8,2,High
1084,70,20,93,Yes,6,1,High
1084,70,25,97,Yes,8,0,Medium
1084,70,20,86,Yes,8,2,Medium
1084,70,26,77,Yes,5,1,High
1084,70,29,91,No,9,0,High
1084,70,21,77,Yes,7,2,High
1084,70,27,67,Yes,9,0,Low
1084,70,27,74,Yes,9,3,Medium
1084,70,23,89,No,7,2,High
1084,70,24,96,No,10,0,Medium
1084,70,22,97,Yes,8,1,Medium
1084,70,19,98,Yes,7,1,Medium
1084,70,22,91,No,5,3,High
1084,70,25,84,Yes,10,4,Medium
1084,70,26,93,No,4,2,Medium
1084,70,24,95,No,4,3,Medium
1084,70,19,94,Yes,6,1,Medium
1084,70,27,76,Yes,6,0,High
1084,70,17,97,Yes,8,1,Medium
1084,70,22,84,Yes,8,2,Medium
1084,70,12,90,Yes,9,3,Medium
1084,70,29,77,Yes,10,2,Medium
1084,70,19,88,No,8,1,Medium
1084,70,23,91,Yes,6,5,High
1084,70,12,95,Yes,5,2,Medium
1084,70,18,97,No,9,1,Medium
1084,70,30,79,No,6,1,Medium
1084,70,17,96,No,8,1,Medium
1084,70,8,100,Yes,6,0,High
1084,70,28,76,Yes,10,1,Medium
1084,70,26,91,Yes,8,0,High
1084,70,16,82,No,7,3,Medium
1084,70,18,88,Yes,6,1,High
1084,70,23,94,No,8,1,High
1084,70,15,88,Yes,6,2,Medium
1084,70,25,93,Yes,10,1,Medium
1084,70,28,82,No,7,1,High
1084,70,18,94,No,7,2,Medium
1084,70,23,87,No,6,5,High
1084,70,14,95,Yes,8,5,Medium
1084,70,24,99,No,10,1,Medium
1084,70,26,89,No,7,0,Medium
1084,70,32,84,Yes,8,2,Medium
1084,70,15,98,No,8,4,Medium
1084,70,19,94,No,7,0,Medium
1084,70,21,93,No,6,1,High
